userid,version,total_rounds,one_d_retention,seven_d_retention
9260857,Gate 30,16,0,0
9260978,Gate 30,3,0,0
9261017,Gate 30,28,1,0
9261072,Gate 40,11,0,0
9261195,Gate 40,7,1,0
9261366,Gate 40,6,0,0
9261407,Gate 40,3,0,0
9261409,Gate 30,120,1,1
9261585,Gate 30,21,0,0
9261660,Gate 40,49,1,0
9261747,Gate 30,13,1,0
9261827,Gate 40,698,1,1
9261901,Gate 30,34,1,0
9261987,Gate 40,0,0,0
9262290,Gate 30,155,0,1
9262463,Gate 40,37,0,0
9262605,Gate 40,98,0,0
9262656,Gate 40,61,1,0
9263138,Gate 40,1,0,0
9263401,Gate 40,1,0,0
9263435,Gate 30,7,0,0
9263489,Gate 30,315,1,1
9263492,Gate 30,49,1,0
9263634,Gate 40,4,0,0
9263659,Gate 40,121,1,1
9263791,Gate 40,51,1,0
9263869,Gate 40,61,0,0
9263911,Gate 30,3,1,0
9264009,Gate 30,6,0,0
9264127,Gate 30,25,1,0
9264169,Gate 40,13,0,0
9264276,Gate 40,5,0,0
9264456,Gate 30,32,1,0
9264462,Gate 40,84,1,0
9264476,Gate 40,48,1,0
9264490,Gate 40,25,1,0
9264622,Gate 40,30,0,0
9264764,Gate 30,4,0,0
9264819,Gate 40,1,0,0
9265016,Gate 40,13,0,0
9265096,Gate 40,328,0,0
9265118,Gate 40,240,1,1
9265338,Gate 40,151,1,1
9265411,Gate 40,3,0,0
9265569,Gate 30,33,1,0
9265570,Gate 30,22,1,0
9265806,Gate 40,10,0,0
9266165,Gate 30,225,1,1
9266231,Gate 40,28,1,0
9266437,Gate 40,23,1,0
9266559,Gate 40,57,1,0
9266683,Gate 40,97,1,0
9266921,Gate 40,44,1,0
9267141,Gate 30,0,0,0
9267459,Gate 40,153,1,0
9267566,Gate 40,0,0,0
9267684,Gate 30,74,1,1
9267850,Gate 30,134,1,0
9267956,Gate 40,0,0,0
9268011,Gate 40,67,1,0
9268027,Gate 30,1,0,0
9268128,Gate 30,5,0,0
9268426,Gate 30,0,0,0
9268523,Gate 40,3,0,0
9268749,Gate 30,1,0,0
9268868,Gate 40,240,1,1
9268906,Gate 40,1667,1,1
9268957,Gate 40,38,0,0
9269272,Gate 40,0,0,0
9269335,Gate 40,30,1,0
9269349,Gate 30,37,0,0
9269355,Gate 30,11,1,0
9269500,Gate 30,7,0,0
9269600,Gate 30,1,0,0
9269632,Gate 40,1,0,0
9269687,Gate 30,20,1,0
9269812,Gate 30,41,1,0
9270024,Gate 40,89,1,0
9270144,Gate 40,3,0,0
9270219,Gate 40,50,1,0
9270252,Gate 30,44,0,1
9270309,Gate 40,4,1,0
9270665,Gate 30,58,1,1
9270730,Gate 30,8,0,0
9271090,Gate 40,84,1,1
9271229,Gate 40,3,0,0
9271433,Gate 30,4,0,0
9271643,Gate 40,2,0,0
9271830,Gate 40,197,1,1
9271956,Gate 30,38,0,1
9272075,Gate 30,71,1,1
9272343,Gate 40,212,1,0
9272438,Gate 30,414,1,1
9272623,Gate 30,0,0,0
9272688,Gate 30,1,0,0
9272731,Gate 40,7,1,0
9272808,Gate 30,635,1,0
9272997,Gate 30,10,0,0
9273079,Gate 30,64,1,0
9273113,Gate 30,5,0,0
9273178,Gate 40,97,1,0
9273194,Gate 40,11,0,0
9273195,Gate 30,8,0,0
9273686,Gate 40,606,1,1
9273757,Gate 40,12,0,0
9273862,Gate 30,113,1,1
9273921,Gate 40,2,0,0
9274048,Gate 30,9,0,0
9274104,Gate 30,0,0,0
9274202,Gate 30,579,1,1
9274687,Gate 40,30,0,0
9274773,Gate 30,49,0,1
9274917,Gate 40,5,0,1
9275409,Gate 40,406,1,1
9275490,Gate 30,52,0,0
9275513,Gate 30,0,0,0
9275602,Gate 40,41,1,1
9275891,Gate 40,84,1,0
9275894,Gate 30,15,0,0
9276059,Gate 30,11,0,0
9276084,Gate 40,9,1,0
9276225,Gate 30,3,0,0
9276417,Gate 40,5,1,0
9276538,Gate 30,0,0,0
9276565,Gate 40,1,0,0
9276719,Gate 30,160,1,0
9277068,Gate 30,26,1,0
9277153,Gate 30,96,1,0
9277359,Gate 30,34,1,0
9277575,Gate 40,23,0,0
9277855,Gate 30,9,0,0
9277903,Gate 40,10,0,0
9277959,Gate 30,6,0,0
9278031,Gate 30,9,0,0
9278069,Gate 30,33,1,1
9278072,Gate 40,10,0,0
9278075,Gate 40,42,0,0
9278288,Gate 30,9,1,0
9278303,Gate 30,87,1,1
9278337,Gate 40,1,0,0
9278624,Gate 30,113,1,1
9278752,Gate 40,7,1,0
9278862,Gate 40,17,1,0
9278880,Gate 40,24,0,1
9278920,Gate 30,333,1,0
9278954,Gate 30,3,0,0
9278962,Gate 40,143,1,1
9278994,Gate 40,6,0,0
9279214,Gate 30,5,0,0
9279243,Gate 40,3,0,0
9279499,Gate 40,47,0,0
9279620,Gate 30,41,1,0
9279735,Gate 40,22,1,0
9279744,Gate 40,39,1,1
9279875,Gate 40,3,0,0
9279918,Gate 40,87,1,0
9279970,Gate 40,47,1,1
9280002,Gate 40,46,1,0
9280047,Gate 30,13,0,0
9280085,Gate 40,48,1,0
9280193,Gate 30,3,0,0
9280240,Gate 40,7,0,1
9280784,Gate 30,8,0,0
9280862,Gate 30,48,1,0
9281044,Gate 40,51,1,0
9281194,Gate 40,1,0,0
9281308,Gate 30,46,1,0
9281414,Gate 30,5,0,0
9281482,Gate 30,4,0,0
9281494,Gate 30,17,1,0
9281762,Gate 30,9,1,1
9282327,Gate 30,2,0,0
9282412,Gate 40,13,0,0
9282417,Gate 40,4,0,0
9282498,Gate 30,0,0,0
9282510,Gate 30,240,1,0
9282708,Gate 30,35,1,0
9282724,Gate 40,69,0,0
9282825,Gate 30,25,0,0
9282907,Gate 40,245,1,0
9282936,Gate 30,12,0,0
9283204,Gate 40,2,0,0
9283439,Gate 40,13,0,0
9283498,Gate 40,1,0,0
9283620,Gate 30,6,0,0
9283691,Gate 40,0,0,0
9283743,Gate 30,13,0,1
9283835,Gate 40,515,1,1
9283946,Gate 30,12,0,0
9283979,Gate 30,10,0,0
9284147,Gate 30,1,0,0
9284231,Gate 40,1,0,0
9284330,Gate 40,2,0,0
9284408,Gate 40,34,0,0
9284411,Gate 30,83,1,0
9284451,Gate 30,34,0,0
9284479,Gate 30,74,1,0
9284547,Gate 40,3,0,0
9284852,Gate 30,6,0,0
9284904,Gate 30,0,0,0
9285246,Gate 30,170,0,1
9285389,Gate 40,40,1,0
9285404,Gate 30,4,0,0
9285493,Gate 30,22,0,1
9285505,Gate 30,2,0,0
9285784,Gate 30,1,0,0
9285930,Gate 30,21,0,1
9285971,Gate 30,118,1,0
9286117,Gate 30,233,1,0
9286141,Gate 30,21,0,0
9286145,Gate 30,44,1,0
9286155,Gate 30,21,1,0
9286179,Gate 30,12,0,0
9286248,Gate 40,14,0,0
9286285,Gate 40,40,1,0
9286329,Gate 40,1,0,0
9286356,Gate 40,78,1,0
9286429,Gate 30,4,0,0
9286443,Gate 40,71,1,0
9286531,Gate 40,17,0,0
9286593,Gate 30,344,1,0
9286665,Gate 40,61,1,0
9286747,Gate 40,39,0,0
9286849,Gate 30,1,0,0
9286915,Gate 40,23,1,0
9286920,Gate 40,48,0,0
9287084,Gate 30,55,1,1
9287152,Gate 30,137,1,1
9287189,Gate 30,14,0,0
9287384,Gate 30,69,1,0
9287444,Gate 30,7,1,0
9287515,Gate 40,1,0,0
9287657,Gate 40,1,0,0
9287750,Gate 40,4,0,0
9287770,Gate 30,3,0,0
9287986,Gate 40,165,1,1
9288186,Gate 30,9,0,0
9288217,Gate 30,24,1,0
9288224,Gate 30,3,0,0
9288281,Gate 30,137,1,0
9288599,Gate 40,83,1,0
9288677,Gate 40,275,1,1
9288728,Gate 40,13,0,0
9288746,Gate 30,12,1,0
9288915,Gate 40,0,0,0
9288997,Gate 30,24,1,0
9289080,Gate 40,15,0,0
9289287,Gate 40,2,0,0
9289372,Gate 40,28,1,0
9289383,Gate 30,2,0,0
9289572,Gate 30,4,0,0
9289925,Gate 30,4,0,0
9289953,Gate 40,4,0,0
9289992,Gate 40,109,0,1
9290165,Gate 30,0,0,0
9290201,Gate 30,12,1,0
9290640,Gate 30,307,0,1
9290696,Gate 40,21,0,0
9290704,Gate 30,15,1,0
9290877,Gate 30,157,1,1
9290940,Gate 30,12,0,0
9291085,Gate 30,13,1,0
9291159,Gate 40,3,0,0
9291223,Gate 30,14,0,0
9291396,Gate 30,202,1,1
9291492,Gate 30,4,0,0
9291506,Gate 40,1,0,0
9291555,Gate 40,5,0,0
9291743,Gate 40,30,1,0
9291783,Gate 40,208,1,0
9291971,Gate 40,3,0,0
9292119,Gate 30,1,0,0
9292509,Gate 40,6,1,0
9292597,Gate 30,7,1,0
9292621,Gate 30,70,0,0
9292751,Gate 30,7,0,0
9292771,Gate 30,3,0,0
9292788,Gate 40,40,0,0
9292809,Gate 40,4,0,0
9292833,Gate 30,28,0,0
9292842,Gate 40,33,0,0
9292907,Gate 40,15,0,0
9292961,Gate 40,144,0,1
9292972,Gate 40,156,1,0
9292977,Gate 30,11,0,0
9293015,Gate 40,2,0,0
9293117,Gate 40,61,1,1
9293186,Gate 30,0,0,0
9293277,Gate 30,21,1,0
9293380,Gate 40,81,1,0
9293506,Gate 30,32,1,0
9293748,Gate 40,63,1,0
9293864,Gate 30,40,1,0
9293876,Gate 40,3,0,0
9293942,Gate 30,283,1,1
9293968,Gate 30,19,0,0
9293984,Gate 40,12,0,0
9294021,Gate 40,11,0,0
9294098,Gate 30,3,0,0
9294303,Gate 30,83,1,0
9294318,Gate 30,20,1,0
9294637,Gate 30,102,1,1
9294708,Gate 30,11,0,0
9294899,Gate 30,6,0,0
9294914,Gate 40,3,0,0
9295068,Gate 30,557,1,1
9295274,Gate 40,15,0,0
9295351,Gate 30,29,1,1
9295425,Gate 30,75,1,1
9295456,Gate 40,5,1,0
9295502,Gate 30,15,0,0
9295529,Gate 30,23,1,0
9295545,Gate 30,13,0,0
9295574,Gate 40,3,0,0
9295799,Gate 40,68,1,0
9295915,Gate 40,5,0,0
9295975,Gate 30,20,1,0
9295994,Gate 30,57,1,1
9296157,Gate 40,13,0,0
9296208,Gate 30,4,0,0
9296474,Gate 40,2,0,0
9296625,Gate 30,1,0,0
9296748,Gate 30,131,1,1
9296839,Gate 40,1,0,0
9296966,Gate 30,12,1,0
9297125,Gate 40,30,1,1
9297133,Gate 30,4,1,0
9297154,Gate 40,34,0,0
9297168,Gate 30,91,1,1
9297318,Gate 40,180,1,1
9297389,Gate 40,37,1,0
9297419,Gate 40,117,1,0
9297528,Gate 30,16,1,0
9297658,Gate 40,69,1,0
9297737,Gate 30,212,0,1
9297767,Gate 40,17,1,0
9297811,Gate 40,3,0,0
9297925,Gate 30,35,0,0
9298123,Gate 40,10,0,0
9298144,Gate 30,54,1,0
9298156,Gate 40,310,0,1
9298434,Gate 40,111,1,0
9298754,Gate 40,11,0,0
9298948,Gate 40,41,1,0
9299035,Gate 30,12,0,0
9299088,Gate 30,7,0,0
9299147,Gate 40,38,0,1
9299510,Gate 40,10,0,0
9299605,Gate 30,142,1,1
9299711,Gate 40,103,1,1
9299816,Gate 30,10,1,1
9299820,Gate 40,28,1,0
9299971,Gate 30,56,1,0
9300057,Gate 30,290,1,1
9300204,Gate 40,5,0,0
9300335,Gate 40,237,1,1
9300562,Gate 30,10,0,0
9301007,Gate 30,4,0,0
9301113,Gate 40,1,0,0
9301217,Gate 40,2,0,0
9301352,Gate 40,15,0,1
9301364,Gate 30,63,1,0
9301375,Gate 40,4,0,0
9301398,Gate 40,8,1,0
9301676,Gate 40,38,1,0
9301677,Gate 30,8,0,1
9301962,Gate 40,1,0,0
9302030,Gate 30,8,1,0
9302240,Gate 40,18,0,0
9302285,Gate 40,75,1,0
9302371,Gate 30,6,0,0
9302410,Gate 40,59,0,0
9302777,Gate 30,8,1,0
9302804,Gate 30,87,1,0
9302841,Gate 30,173,1,0
9302875,Gate 30,10,1,0
9302915,Gate 40,68,1,1
9302980,Gate 40,5,0,0
9303097,Gate 40,144,0,1
9303103,Gate 30,5,0,0
9303200,Gate 40,64,1,0
9303203,Gate 30,15,0,0
9303318,Gate 30,2,0,0
9303340,Gate 30,2,0,0
9303581,Gate 30,1,0,0
9303625,Gate 40,3,0,0
9303727,Gate 30,103,1,0
9303843,Gate 30,9,1,0
9304350,Gate 30,38,1,1
9304431,Gate 30,41,1,0
9304626,Gate 30,19,1,0
9304833,Gate 40,114,1,1
9304907,Gate 40,12,1,0
9305050,Gate 30,1,0,0
9305846,Gate 40,8,0,0
9305860,Gate 40,54,0,1
9305862,Gate 40,117,1,1
9306186,Gate 30,23,0,0
9306191,Gate 40,22,1,0
9306211,Gate 30,1,0,0
9306257,Gate 40,236,1,0
9306269,Gate 30,8,0,0
9306719,Gate 30,0,1,0
9306764,Gate 40,14,1,0
9306870,Gate 30,4,0,0
9306940,Gate 30,21,1,0
9306959,Gate 30,9,0,0
9307239,Gate 40,1,0,0
9307472,Gate 30,104,1,0
9307660,Gate 40,31,0,1
9307751,Gate 30,76,1,0
9307803,Gate 30,6,0,0
9307859,Gate 30,41,1,1
9307888,Gate 40,14,1,0
9307923,Gate 30,91,1,0
9308130,Gate 40,228,1,1
9308146,Gate 40,147,1,1
9308261,Gate 40,1,0,0
9308330,Gate 40,10,0,0
9308466,Gate 40,20,1,0
9308510,Gate 30,1,0,0
9308812,Gate 40,47,1,0
9308876,Gate 30,8,1,0
9309043,Gate 30,8,0,0
9309596,Gate 30,200,1,1
9309757,Gate 30,2,0,0
9309921,Gate 40,1,0,0
9310140,Gate 40,0,0,0
9310368,Gate 30,13,1,0
9310385,Gate 40,26,0,0
9310475,Gate 40,19,1,0
9310533,Gate 40,147,1,1
9310579,Gate 40,1,0,0
9310594,Gate 30,193,1,1
9310633,Gate 40,13,0,0
9310665,Gate 40,16,0,0
9310701,Gate 30,2,0,0
9310702,Gate 40,61,0,0
9310732,Gate 40,35,1,1
9311008,Gate 30,21,1,0
9311161,Gate 40,18,0,0
9311253,Gate 40,16,0,0
9311436,Gate 40,10,0,0
9311496,Gate 40,19,1,0
9311610,Gate 30,87,1,0
9311983,Gate 40,1,0,0
9312160,Gate 40,8,0,0
9312225,Gate 40,0,0,0
9312301,Gate 30,217,1,1
9312348,Gate 30,373,1,0
9312450,Gate 40,3,0,0
9312494,Gate 40,8,0,0
9312612,Gate 30,23,1,0
9312716,Gate 30,29,1,0
9312753,Gate 30,51,1,0
9312779,Gate 40,48,1,0
9312811,Gate 40,54,0,0
9312929,Gate 40,15,0,0
9312984,Gate 40,63,1,1
9313179,Gate 30,21,1,0
9313495,Gate 40,44,0,0
9313510,Gate 30,19,1,0
9313526,Gate 40,8,1,0
9313662,Gate 30,8,0,0
9313958,Gate 30,11,1,0
9313963,Gate 30,4,0,0
9313970,Gate 30,45,0,0
9314036,Gate 40,23,1,0
9314047,Gate 40,0,0,0
9314347,Gate 40,22,1,0
9314435,Gate 30,0,1,0
9314647,Gate 40,116,1,1
9314796,Gate 30,210,1,1
9314987,Gate 40,11,0,0
9315079,Gate 30,4,0,0
9315094,Gate 40,42,0,0
9315252,Gate 40,11,0,0
9315274,Gate 40,7,0,0
9315295,Gate 30,41,1,0
9315530,Gate 30,35,1,0
9315872,Gate 40,32,0,0
9315892,Gate 40,1,0,0
9315936,Gate 30,2,0,0
9316378,Gate 30,5,0,0
9316502,Gate 40,20,0,1
9316795,Gate 40,28,0,0
9317162,Gate 40,51,1,0
9317249,Gate 40,9,0,0
9317491,Gate 40,7,0,0
9317588,Gate 30,190,1,1
9317762,Gate 30,1,0,0
9317819,Gate 30,72,0,0
9317961,Gate 30,18,1,0
9317992,Gate 30,27,1,0
9318135,Gate 30,1,0,0
9318222,Gate 40,1,0,0
9318310,Gate 30,141,1,1
9318317,Gate 30,8,0,0
9318371,Gate 30,17,0,0
9318516,Gate 40,36,1,0
9318605,Gate 40,44,1,1
9318668,Gate 30,6,0,0
9318744,Gate 40,13,0,0
9318771,Gate 30,71,0,0
9318781,Gate 40,16,0,0
9318987,Gate 40,26,1,0
9319084,Gate 40,0,0,0
9319233,Gate 30,72,1,1
9319264,Gate 30,9,1,0
9319474,Gate 30,20,0,0
9319587,Gate 30,112,0,0
9319631,Gate 30,1,0,0
9319687,Gate 30,0,0,0
9319765,Gate 30,3,0,0
9319880,Gate 30,27,1,0
9319990,Gate 40,31,1,0
9319993,Gate 30,85,1,1
9320051,Gate 40,100,1,1
9320057,Gate 40,119,1,0
9320125,Gate 30,9,0,0
9320342,Gate 40,3,0,0
9320666,Gate 40,38,1,0
9320720,Gate 40,43,1,0
9320739,Gate 40,27,0,0
9320797,Gate 30,61,0,1
9320812,Gate 40,0,0,0
9321077,Gate 30,1,0,0
9321112,Gate 40,10,0,0
9321134,Gate 40,0,0,0
9321393,Gate 40,63,0,0
9321495,Gate 30,0,0,0
9321692,Gate 40,9,0,0
9321709,Gate 40,23,0,0
9321856,Gate 30,18,1,0
9322015,Gate 30,174,1,1
9322029,Gate 30,8,0,0
9322043,Gate 40,256,1,1
9322052,Gate 30,3,1,0
9322140,Gate 30,43,1,0
9322313,Gate 40,19,0,0
9322352,Gate 40,7,0,0
9322784,Gate 30,137,0,1
9322833,Gate 30,4,0,1
9322880,Gate 30,122,1,0
9322900,Gate 40,3,0,0
9323337,Gate 30,1,0,0
9323570,Gate 30,1,0,0
9323604,Gate 30,14,1,1
9323657,Gate 40,4,1,0
9323721,Gate 30,35,1,0
9323725,Gate 30,8,0,0
9323822,Gate 40,110,1,1
9323832,Gate 30,19,0,0
9324203,Gate 40,59,0,1
9324305,Gate 30,0,0,0
9324317,Gate 40,3,0,0
9324448,Gate 30,9,1,1
9324538,Gate 30,4,0,0
9324659,Gate 30,4,0,0
9324662,Gate 30,8,0,0
9324720,Gate 40,19,1,0
9324889,Gate 40,17,1,0
9324913,Gate 30,19,0,0
9324996,Gate 40,11,0,0
9325026,Gate 40,17,0,0
9325106,Gate 40,26,1,1
9325213,Gate 30,33,1,0
9325304,Gate 40,16,0,0
9325572,Gate 40,99,1,0
9325843,Gate 30,31,1,0
9325951,Gate 40,4,0,0
9326136,Gate 40,369,1,1
9326280,Gate 40,2,0,0
9326364,Gate 30,56,1,1
9326714,Gate 30,16,1,0
9326849,Gate 30,2,0,0
9327017,Gate 40,418,1,1
9327099,Gate 40,69,0,0
9327244,Gate 40,2,0,0
9327254,Gate 30,84,1,0
9327297,Gate 40,2,0,0
9327405,Gate 40,27,0,0
9327592,Gate 30,487,1,1
9327654,Gate 40,31,0,0
9328125,Gate 40,20,0,0
9328248,Gate 30,17,0,1
9328266,Gate 30,6,0,1
9328498,Gate 40,18,0,0
9328533,Gate 30,0,0,0
9328777,Gate 40,68,1,1
9328924,Gate 40,1,0,0
9328969,Gate 40,14,0,0
9329094,Gate 30,0,0,0
9329154,Gate 30,8,0,0
9329324,Gate 40,1,0,0
9329355,Gate 30,5,0,0
9329433,Gate 30,1,0,0
9329671,Gate 30,50,1,0
9329696,Gate 40,2,0,0
9329792,Gate 40,1,0,0
9330083,Gate 40,1,0,0
9330093,Gate 30,63,1,0
9330199,Gate 40,1,0,0
9330248,Gate 40,4,0,0
9330374,Gate 40,35,1,0
9330486,Gate 40,15,1,0
9330586,Gate 40,13,0,0
9330607,Gate 30,274,1,1
9330735,Gate 30,107,1,0
9330775,Gate 40,46,1,1
9330942,Gate 40,6,0,0
9331424,Gate 40,1,0,0
9331440,Gate 30,36,1,0
9331740,Gate 30,38,0,1
9331801,Gate 30,36,1,0
9331808,Gate 40,4,0,0
9331853,Gate 40,50,1,0
9331869,Gate 40,2,0,0
9331945,Gate 40,36,1,0
9332036,Gate 40,33,1,1
9332087,Gate 30,28,1,0
9332114,Gate 30,22,1,0
9332137,Gate 40,1,0,0
9332161,Gate 40,3,0,0
9332354,Gate 40,2,0,0
9332422,Gate 30,38,1,0
9332482,Gate 30,258,0,1
9332601,Gate 40,6,0,0
9332612,Gate 40,1,0,0
9332655,Gate 40,0,0,0
9332677,Gate 40,286,1,1
9332684,Gate 30,22,0,0
9333036,Gate 40,14,0,0
9333155,Gate 30,7,0,0
9333252,Gate 30,7,0,0
9333512,Gate 30,22,0,1
9333970,Gate 30,3,0,0
9334050,Gate 40,230,0,1
9334110,Gate 40,6,0,0
9334232,Gate 40,1,0,0
9334255,Gate 40,1,0,0
9334335,Gate 30,0,0,0
9334451,Gate 40,58,1,1
9334513,Gate 40,34,0,1
9334544,Gate 40,8,0,0
9334634,Gate 30,2,1,0
9334666,Gate 40,2,0,0
9334679,Gate 30,5,0,0
9334713,Gate 40,6,0,0
9334776,Gate 40,0,0,0
9334791,Gate 40,38,1,0
9335098,Gate 40,16,1,0
9335313,Gate 30,16,0,0
9335409,Gate 40,12,0,0
9335554,Gate 30,4,0,0
9335687,Gate 40,10,0,0
9335800,Gate 40,10,0,0
9335804,Gate 40,19,1,0
9335897,Gate 40,12,0,0
9336104,Gate 30,50,1,0
9336364,Gate 30,33,0,1
9336370,Gate 40,75,1,0
9336571,Gate 30,1,0,0
9336991,Gate 40,4,0,0
9336994,Gate 40,19,1,0
9337016,Gate 40,7,1,0
9337236,Gate 30,4,0,0
9337309,Gate 40,1,0,0
9337343,Gate 40,20,1,0
9337537,Gate 40,19,0,0
9337574,Gate 40,230,1,1
9337591,Gate 40,10,0,1
9337723,Gate 40,296,1,1
9337727,Gate 40,33,0,1
9337937,Gate 40,28,0,0
9337972,Gate 30,32,1,0
9338050,Gate 30,9,0,0
9338063,Gate 40,2,0,0
9338243,Gate 30,1,0,0
9338342,Gate 40,41,1,0
9338349,Gate 40,547,1,1
9338402,Gate 30,50,1,1
9338415,Gate 30,2,0,1
9338427,Gate 30,2,0,0
9338600,Gate 40,5,1,0
9338648,Gate 30,101,1,1
9338657,Gate 40,375,0,0
9338674,Gate 30,63,1,1
9338794,Gate 30,21,1,0
9338841,Gate 30,18,1,0
9338860,Gate 40,21,1,0
9339147,Gate 30,13,1,0
9339156,Gate 40,110,1,0
9339157,Gate 40,6,1,0
9339375,Gate 40,260,1,1
9339465,Gate 40,75,1,1
9339562,Gate 40,37,0,0
9339579,Gate 40,14,1,0
9340042,Gate 30,15,0,0
9340194,Gate 40,6,0,0
9340294,Gate 30,7,0,0
9340321,Gate 30,6,0,0
9340359,Gate 40,1,0,0
9340510,Gate 40,1,0,0
9340567,Gate 40,5,0,0
9340610,Gate 30,1,0,0
9341151,Gate 40,527,1,1
9341260,Gate 40,3,0,0
9341319,Gate 40,24,1,0
9341589,Gate 40,47,1,0
9341666,Gate 30,6,1,0
9341677,Gate 30,1,0,0
9341678,Gate 40,12,0,0
9341742,Gate 30,8,0,0
9341867,Gate 40,74,1,0
9342067,Gate 40,2,0,0
9342106,Gate 40,1,0,0
9342410,Gate 40,30,0,0
9342437,Gate 40,0,0,0
9342502,Gate 40,67,1,0
9342539,Gate 30,38,1,0
9342670,Gate 40,174,1,1
9342717,Gate 30,2,0,0
9342978,Gate 40,53,0,1
9343302,Gate 40,12,0,0
9343330,Gate 40,47,0,0
9343454,Gate 30,13,1,0
9343830,Gate 30,10,1,0
9343927,Gate 30,83,0,1
9344232,Gate 30,1,0,0
9344333,Gate 30,2,0,0
9344609,Gate 30,23,1,0
9344730,Gate 40,65,0,0
9344763,Gate 40,5,0,0
9344817,Gate 40,0,0,0
9345038,Gate 40,46,0,0
9345080,Gate 30,6,0,0
9345336,Gate 40,142,0,1
9345904,Gate 40,3,0,0
9346019,Gate 40,18,0,0
9346032,Gate 40,0,0,0
9346077,Gate 40,120,1,1
9346310,Gate 40,15,0,0
9346337,Gate 30,146,1,0
9346457,Gate 30,14,0,0
9346522,Gate 30,193,1,1
9346556,Gate 30,3,0,0
9346658,Gate 40,75,0,0
9346774,Gate 30,3,0,0
9346832,Gate 30,63,0,0
9346911,Gate 40,4,1,0
9347008,Gate 40,7,1,0
9347033,Gate 40,11,0,0
9347094,Gate 30,24,0,0
9347152,Gate 30,58,1,1
9347383,Gate 30,151,1,0
9347493,Gate 30,1,0,0
9347557,Gate 40,20,0,0
9347667,Gate 30,4,0,0
9347770,Gate 40,46,0,1
9348228,Gate 30,64,1,1
9348445,Gate 40,49,1,1
9348662,Gate 30,47,1,0
9348971,Gate 30,5,0,0
9349004,Gate 30,1,0,0
9349040,Gate 30,16,1,0
9349228,Gate 30,201,1,0
9349288,Gate 30,60,1,0
9349295,Gate 40,2,0,0
9349559,Gate 40,9,1,0
9350243,Gate 30,105,1,1
9350328,Gate 40,35,1,0
9350357,Gate 40,2,0,0
9350464,Gate 30,115,1,1
9350651,Gate 40,11,1,0
9350720,Gate 40,393,1,1
9350723,Gate 40,33,1,0
9350727,Gate 30,154,1,1
9350952,Gate 30,101,1,0
9351146,Gate 40,52,1,0
9351163,Gate 30,18,0,0
9351250,Gate 40,16,1,0
9351535,Gate 30,415,1,1
9351627,Gate 40,2,0,0
9351669,Gate 40,2,0,0
9351745,Gate 40,204,1,1
9351892,Gate 30,8,1,0
9351934,Gate 40,0,0,0
9352053,Gate 40,6,0,0
9352155,Gate 30,7,0,0
9352241,Gate 40,33,1,1
9352309,Gate 30,21,0,0
9352477,Gate 40,9,0,0
9352500,Gate 30,3,0,0
9352598,Gate 40,27,0,0
9352817,Gate 30,2,0,0
9352857,Gate 40,45,1,0
9352936,Gate 30,138,1,1
9353153,Gate 40,95,0,0
9353161,Gate 30,6,0,0
9353377,Gate 30,0,0,0
9354016,Gate 40,13,1,1
9354068,Gate 40,1,0,0
9354119,Gate 40,55,1,0
9354156,Gate 40,45,1,0
9354360,Gate 40,0,0,0
9354455,Gate 30,142,1,1
9354603,Gate 40,40,1,0
9354806,Gate 30,0,0,0
9354858,Gate 30,0,0,0
9354870,Gate 40,107,1,0
9354880,Gate 40,1200,1,1
9355133,Gate 30,117,1,1
9355155,Gate 30,74,1,1
9355201,Gate 40,60,1,0
9355436,Gate 30,4,1,0
9355463,Gate 30,1,0,0
9355473,Gate 30,56,1,0
9355535,Gate 40,11,0,0
9355544,Gate 40,2,0,0
9355573,Gate 40,22,1,0
9355595,Gate 40,2,0,0
9355805,Gate 40,1,0,0
9356077,Gate 40,2,0,0
9356084,Gate 40,78,0,0
9356119,Gate 40,9,0,0
9356138,Gate 30,40,0,0
9356193,Gate 40,5,0,0
9356254,Gate 40,22,0,0
9356443,Gate 40,1,0,0
9356589,Gate 30,11,0,0
9356712,Gate 30,44,0,0
9356780,Gate 40,5,1,0
9356785,Gate 40,91,1,0
9356949,Gate 30,20,0,0
9357175,Gate 40,11,0,0
9357237,Gate 30,23,0,0
9357302,Gate 40,1,0,0
9357441,Gate 30,23,0,1
9357579,Gate 40,49,1,0
9357660,Gate 30,7,1,0
9357672,Gate 40,155,1,0
9357823,Gate 30,0,0,0
9357962,Gate 30,44,1,0
9357981,Gate 40,1,0,0
9358030,Gate 30,2,0,0
9358055,Gate 30,506,1,1
9358219,Gate 40,6,0,0
9358315,Gate 40,2,0,0
9358405,Gate 30,0,0,0
9358820,Gate 40,456,1,1
9358841,Gate 40,1,0,0
9358862,Gate 40,26,1,0
9359266,Gate 40,3,0,0
9359295,Gate 40,7,1,0
9359314,Gate 30,33,0,0
9359317,Gate 40,23,1,0
9359510,Gate 40,5,1,0
9359537,Gate 40,20,1,1
9359569,Gate 30,12,0,0
9359682,Gate 40,101,1,1
9359802,Gate 40,46,0,0
9359812,Gate 30,182,1,1
9360027,Gate 30,238,0,1
9360163,Gate 40,3,0,0
9360174,Gate 40,56,1,0
9360510,Gate 30,0,0,0
9360536,Gate 40,29,1,0
9361044,Gate 40,3,0,0
9361164,Gate 40,104,1,0
9361167,Gate 40,3,0,0
9361381,Gate 30,3,0,0
9361493,Gate 40,49,0,0
